(가구대표자용) 문15. 귀하는 통근이나 통학을 하십니까?,(가구대표자용) 문15-2. 귀하가 통근 또는 통학할 때 주로 이용하는 교통수단은 무엇입니까?,(가구대표자용) 문15-5. 귀하께서 통근·통학 시 가장 불편한 점은 무엇입니까?,(가구대표자용) 문16. 귀하는 평소 이동하실 때 주로 어떠한 교통수단을 이용하십니까?,(가구대표자용) 문17. 다음의 수원시 교통 수단이나 시설별로 관련 인프라가 얼마나 잘 구축되어 있다고 생각하십니까? - 1. 버스,(가구대표자용) 문17. 다음의 수원시 교통 수단이나 시설별로 관련 인프라가 얼마나 잘 구축되어 있다고 생각하십니까? - 2. 지하철,(가구대표자용) 문17. 다음의 수원시 교통 수단이나 시설별로 관련 인프라가 얼마나 잘 구축되어 있다고 생각하십니까? - 3. 택시,(가구대표자용) 문17. 다음의 수원시 교통 수단이나 시설별로 관련 인프라가 얼마나 잘 구축되어 있다고 생각하십니까? - 4. 시외버스/고속버스,(가구대표자용) 문17. 다음의 수원시 교통 수단이나 시설별로 관련 인프라가 얼마나 잘 구축되어 있다고 생각하십니까? - 5. 개인형 이동수단,(가구대표자용) 문17. 다음의 수원시 교통 수단이나 시설별로 관련 인프라가 얼마나 잘 구축되어 있다고 생각하십니까? - 6. 주차시설,(가구대표자용) 문18. 다음의 수원시 교통 수단이나 시설별로 얼마나 만족하십니까? - 1. 버스,(가구대표자용) 문18. 다음의 수원시 교통 수단이나 시설별로 얼마나 만족하십니까? - 2. 지하철,(가구대표자용) 문18. 다음의 수원시 교통 수단이나 시설별로 얼마나 만족하십니까? - 3. 택시,(가구대표자용) 문18. 다음의 수원시 교통 수단이나 시설별로 얼마나 만족하십니까? - 4. 시외버스/고속버스,(가구대표자용) 문18. 다음의 수원시 교통 수단이나 시설별로 얼마나 만족하십니까? - 5. 개인형 이동수단,(가구대표자용) 문18. 다음의 수원시 교통 수단이나 시설별로 얼마나 만족하십니까? - 6. 주차시설,(가구대표자용) 문19. 다음은 수원시 교통환경을 구체화한 내용입니다. 각 항목에 대해 얼마나 만족하십니까? - 1. 교통인프라 환경,(가구대표자용) 문19. 다음은 수원시 교통환경을 구체화한 내용입니다. 각 항목에 대해 얼마나 만족하십니까? - 2. 교통약자 이용 환경,(가구대표자용) 문15-4. 귀하의 통근·통학 환경에 대하여 전반적으로 만족하십니까?
1,"시내버스, 마을버스",4.0,"시내버스, 마을버스",⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 만족한다,⑦ 매우 만족한다,⑦ 매우 만족한다,⑦ 매우 만족한다,⑦ 매우 만족한다,⑦ 매우 만족한다,④ 보통,④ 보통,4.0
1,"시내버스, 마을버스",5.0,"시내버스, 마을버스",⑤,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,③,④ 보통,⑥,⑦ 매우 만족한다,⑦ 매우 만족한다,⑦ 매우 만족한다,③,④ 보통,⑦ 매우 만족한다,⑦ 매우 만족한다,7.0
3,,,"시내버스, 마을버스",⑦ 매우 잘 구축되어 있다,⑥,④ 보통,⑥,④ 보통,③,⑦ 매우 만족한다,⑥,④ 보통,⑥,④ 보통,③,⑤,④ 보통,
1,도보 이동,1.0,도보 이동,⑥,②,⑤,④ 보통,⑤,④ 보통,⑤,②,⑥,③,④ 보통,④ 보통,⑥,⑤,7.0
1,자차(승용차),7.0,자차(승용차),⑤,⑤,⑥,⑤,⑦ 매우 잘 구축되어 있다,⑥,⑤,⑥,⑤,⑥,④ 보통,④ 보통,⑤,④ 보통,6.0
2,지하철,2.0,기타,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 만족한다,⑦ 매우 만족한다,⑦ 매우 만족한다,⑦ 매우 만족한다,⑦ 매우 만족한다,⑦ 매우 만족한다,⑦ 매우 만족한다,⑦ 매우 만족한다,7.0
1,자차(승용차),1.0,지하철,④ 보통,④ 보통,③,④ 보통,⑤,④ 보통,②,③,③,④ 보통,④ 보통,③,④ 보통,③,1.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",②,④ 보통,③,④ 보통,④ 보통,②,③,③,① 전혀 만족하지 않는다,④ 보통,① 전혀 만족하지 않는다,① 전혀 만족하지 않는다,① 전혀 만족하지 않는다,① 전혀 만족하지 않는다,4.0
1,지하철,1.0,지하철,④ 보통,⑤,⑤,④ 보통,④ 보통,④ 보통,③,④ 보통,④ 보통,④ 보통,⑤,④ 보통,⑥,④ 보통,3.0
3,,,"시내버스, 마을버스",⑤,⑥,⑤,⑤,⑦ 매우 잘 구축되어 있다,⑤,⑥,⑤,⑥,⑤,⑤,⑤,⑥,⑤,
1,도보 이동,3.0,"시내버스, 마을버스",⑦ 매우 잘 구축되어 있다,⑥,⑥,⑤,⑥,⑥,⑥,⑤,⑦ 매우 만족한다,⑥,⑦ 매우 만족한다,⑥,⑥,⑥,6.0
1,지하철,4.0,지하철,⑤,⑥,⑤,⑦ 매우 잘 구축되어 있다,④ 보통,⑤,⑤,⑥,⑤,⑥,④ 보통,④ 보통,⑥,⑥,2.0
1,자차(승용차),5.0,자차(승용차),⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,④ 보통,⑤,⑤,⑤,⑤,⑤,⑤,⑥,⑥,6.0
1,지하철,2.0,지하철,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,④ 보통,⑦ 매우 만족한다,⑦ 매우 만족한다,⑥,⑦ 매우 만족한다,⑦ 매우 만족한다,⑦ 매우 만족한다,⑦ 매우 만족한다,⑦ 매우 만족한다,7.0
1,통근버스,5.0,자차(승용차),④ 보통,②,⑤,⑤,⑤,②,⑤,②,⑥,⑤,④ 보통,① 전혀 만족하지 않는다,⑦ 매우 만족한다,① 전혀 만족하지 않는다,1.0
1,도보 이동,7.0,"시내버스, 마을버스",⑥,⑥,⑤,⑤,⑤,④ 보통,⑤,⑤,⑤,⑤,⑤,④ 보통,⑤,④ 보통,4.0
1,자차(승용차),5.0,자차(승용차),④ 보통,④ 보통,④ 보통,⑤,⑤,③,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,③,4.0
2,자차(승용차),1.0,"시내버스, 마을버스",⑥,⑤,⑤,⑥,⑥,⑤,⑥,⑤,⑤,⑤,⑥,⑦ 매우 만족한다,⑥,⑥,6.0
3,,,"시내버스, 마을버스",④ 보통,③,④ 보통,⑤,⑤,②,⑤,③,④ 보통,⑤,②,②,⑤,④ 보통,
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",④ 보통,⑤,⑥,⑥,⑥,⑥,②,⑥,⑥,⑥,⑥,⑤,④ 보통,④ 보통,1.0
1,"시내버스, 마을버스",5.0,"시내버스, 마을버스",⑤,⑤,⑤,⑤,④ 보통,④ 보통,⑤,⑤,⑤,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,4.0
3,,,"시내버스, 마을버스",④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,③,③,④ 보통,③,④ 보통,②,④ 보통,④ 보통,
1,자차(승용차),5.0,자차(승용차),⑥,④ 보통,⑥,④ 보통,⑥,⑥,④ 보통,④ 보통,⑥,④ 보통,⑤,⑥,⑤,④ 보통,7.0
1,자차(승용차),5.0,자차(승용차),④ 보통,②,④ 보통,④ 보통,④ 보통,②,④ 보통,③,④ 보통,④ 보통,④ 보통,②,②,③,4.0
1,도보 이동,10.0,"시내버스, 마을버스",⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,④ 보통,⑥,⑥,⑥,⑤,⑥,④ 보통,⑤,⑥,④ 보통,7.0
2,"시내버스, 마을버스",1.0,"시내버스, 마을버스",②,⑤,⑥,⑤,⑦ 매우 잘 구축되어 있다,⑤,① 전혀 만족하지 않는다,④ 보통,④ 보통,③,③,⑤,②,④ 보통,3.0
1,기타,1.0,"시내버스, 마을버스",⑥,⑦ 매우 잘 구축되어 있다,⑤,⑥,⑤,④ 보통,⑥,⑦ 매우 만족한다,⑤,⑥,⑥,⑤,⑥,⑤,6.0
3,,,택시,④ 보통,④ 보통,④ 보통,④ 보통,⑤,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,
1,통근버스,1.0,"시내버스, 마을버스",⑤,⑤,⑤,⑤,④ 보통,④ 보통,⑤,⑤,⑤,⑤,④ 보통,④ 보통,④ 보통,④ 보통,5.0
1,자차(승용차),5.0,자차(승용차),⑤,④ 보통,④ 보통,⑤,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,⑤,④ 보통,④ 보통,⑤,⑤,7.0
3,,,"개인형 이동수단(전동 휠, 킥보드, 전기자전거 등 전기 동력을 이용한 개인이동수단)",④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,
1,"시내버스, 마을버스",2.0,"시내버스, 마을버스",⑥,⑥,⑤,⑥,⑥,⑥,⑤,⑥,⑤,⑤,⑤,⑥,⑤,⑤,6.0
1,자차(승용차),5.0,자차(승용차),⑤,⑤,⑤,⑤,⑤,⑤,⑤,⑤,⑤,⑤,⑤,⑤,④ 보통,④ 보통,5.0
1,지하철,1.0,지하철,④ 보통,⑤,④ 보통,④ 보통,④ 보통,③,③,④ 보통,④ 보통,④ 보통,④ 보통,③,⑤,④ 보통,4.0
2,지하철,4.0,"시내버스, 마을버스",④ 보통,②,⑤,⑥,⑥,⑥,②,②,⑥,⑥,⑥,⑥,④ 보통,④ 보통,2.0
1,지하철,1.0,"시내버스, 마을버스",④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,③,③,④ 보통,④ 보통,3.0
2,도보 이동,8.0,"시내버스, 마을버스",⑦ 매우 잘 구축되어 있다,④ 보통,⑥,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑤,④ 보통,④ 보통,⑤,⑦ 매우 만족한다,⑥,⑤,⑤,④ 보통,7.0
3,,,"시내버스, 마을버스",⑥,⑤,⑦ 매우 잘 구축되어 있다,⑥,④ 보통,④ 보통,⑥,⑥,⑥,⑦ 매우 만족한다,④ 보통,④ 보통,⑥,⑤,
1,자차(승용차),6.0,자차(승용차),⑤,⑤,④ 보통,⑤,⑤,④ 보통,⑤,④ 보통,⑤,⑤,④ 보통,④ 보통,⑥,⑤,5.0
3,,,"시내버스, 마을버스",⑤,⑤,④ 보통,④ 보통,④ 보통,③,⑥,⑤,⑥,⑤,④ 보통,③,⑥,⑥,
1,자차(승용차),5.0,자차(승용차),⑤,③,④ 보통,④ 보통,②,⑤,④ 보통,④ 보통,③,⑤,③,③,③,④ 보통,3.0
3,,,"시내버스, 마을버스",⑥,⑥,④ 보통,⑥,⑤,②,⑥,③,⑥,④ 보통,⑤,④ 보통,⑥,④ 보통,
1,자전거(무동력),8.0,"시내버스, 마을버스",④ 보통,③,⑤,④ 보통,⑤,③,④ 보통,⑤,⑥,⑥,③,⑤,③,②,6.0
3,,,"시내버스, 마을버스",⑥,③,③,④ 보통,⑥,⑤,⑤,④ 보통,③,⑥,③,⑤,④ 보통,⑤,
1,"시내버스, 마을버스",5.0,"시내버스, 마을버스",⑦ 매우 잘 구축되어 있다,⑥,⑤,⑥,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,④ 보통,③,④ 보통,⑤,③,3.0
2,지하철,4.0,지하철,⑥,⑥,⑤,⑤,④ 보통,④ 보통,⑥,⑥,⑤,⑥,⑤,⑤,⑤,⑤,4.0
1,자차(승용차),7.0,자차(승용차),⑥,⑥,⑥,⑤,⑤,④ 보통,⑤,⑥,⑥,⑥,⑤,④ 보통,⑤,⑥,6.0
1,자차(승용차),7.0,자차(승용차),⑥,⑤,⑤,④ 보통,④ 보통,③,⑥,⑤,⑥,⑥,⑤,④ 보통,⑤,⑤,6.0
1,지하철,6.0,"시내버스, 마을버스",⑤,⑤,④ 보통,⑤,⑥,⑤,⑤,⑥,④ 보통,⑥,⑤,⑤,⑤,④ 보통,6.0
1,자차(승용차),5.0,자차(승용차),⑤,⑤,⑥,④ 보통,⑤,④ 보통,⑤,⑤,⑥,④ 보통,④ 보통,④ 보통,⑥,⑤,5.0
1,지하철,3.0,지하철,⑥,⑤,⑤,④ 보통,⑤,④ 보통,⑥,⑤,⑤,④ 보통,⑤,④ 보통,⑥,⑤,5.0
1,"시내버스, 마을버스",6.0,"시내버스, 마을버스",⑥,⑤,⑥,⑥,⑤,⑤,⑥,⑤,⑥,⑥,⑤,⑤,⑤,⑥,5.0
1,"시내버스, 마을버스",6.0,"시내버스, 마을버스",⑥,⑤,⑥,⑥,⑤,⑥,⑤,⑥,⑥,⑤,⑤,⑥,⑤,⑥,4.0
1,"시내버스, 마을버스",2.0,"시내버스, 마을버스",⑤,⑤,⑥,⑥,⑤,⑥,⑥,⑥,⑤,⑤,⑥,⑤,⑤,⑥,4.0
2,자차(승용차),1.0,자차(승용차),⑤,⑥,⑤,⑤,⑥,⑤,⑤,⑥,⑥,⑤,⑥,⑥,⑤,⑥,4.0
2,"시내버스, 마을버스",4.0,"시내버스, 마을버스",⑥,⑤,⑥,⑥,④ 보통,④ 보통,⑥,⑥,⑦ 매우 만족한다,⑤,④ 보통,④ 보통,⑤,⑥,5.0
1,"시내버스, 마을버스",6.0,"시내버스, 마을버스",⑤,⑤,⑥,⑥,⑤,⑥,⑤,⑥,⑤,⑤,⑥,⑤,⑤,⑥,5.0
1,자차(승용차),7.0,자차(승용차),⑥,⑤,⑤,④ 보통,⑤,④ 보통,⑤,⑥,⑥,⑤,④ 보통,⑤,⑤,⑥,6.0
1,지하철,3.0,지하철,⑥,⑥,④ 보통,⑤,⑤,④ 보통,⑥,⑥,⑤,⑤,④ 보통,④ 보통,④ 보통,⑤,4.0
1,"시내버스, 마을버스",6.0,자차(승용차),⑥,⑥,⑥,⑤,④ 보통,⑤,⑥,⑥,⑤,⑤,④ 보통,④ 보통,⑤,⑥,6.0
1,자차(승용차),5.0,자차(승용차),⑥,⑤,⑤,⑥,⑤,④ 보통,⑥,⑤,⑥,⑤,④ 보통,④ 보통,⑤,⑥,6.0
1,자차(승용차),7.0,자차(승용차),⑤,⑤,⑥,④ 보통,⑤,⑥,⑤,⑤,④ 보통,⑤,⑤,④ 보통,⑤,④ 보통,4.0
1,"시내버스, 마을버스",6.0,"시내버스, 마을버스",⑥,⑥,⑤,⑤,⑥,⑤,⑤,⑥,⑥,⑤,⑤,④ 보통,⑤,⑤,6.0
1,"시내버스, 마을버스",4.0,"시내버스, 마을버스",⑤,⑤,⑥,⑦ 매우 잘 구축되어 있다,⑥,⑤,⑤,⑥,⑦ 매우 만족한다,⑥,⑤,⑤,⑥,⑥,6.0
1,지하철,2.0,지하철,⑤,⑥,⑥,⑤,⑥,⑥,⑥,⑤,④ 보통,⑤,⑥,⑤,⑤,④ 보통,4.0
1,자차(승용차),5.0,자차(승용차),⑤,⑤,⑥,④ 보통,⑤,⑤,⑤,⑥,⑥,⑤,④ 보통,⑤,⑤,⑥,6.0
1,자차(승용차),3.0,지하철,④ 보통,⑤,⑤,⑥,⑤,⑤,④ 보통,⑤,④ 보통,⑤,④ 보통,⑥,⑥,⑤,5.0
1,"시내버스, 마을버스",4.0,자차(승용차),⑤,④ 보통,③,⑥,⑥,④ 보통,⑤,⑥,⑤,③,⑥,④ 보통,⑤,⑥,5.0
1,자차(승용차),5.0,자차(승용차),⑥,⑦ 매우 잘 구축되어 있다,⑥,⑤,⑦ 매우 잘 구축되어 있다,⑤,⑤,⑥,⑥,⑤,⑥,④ 보통,⑥,⑤,5.0
1,지하철,4.0,"시내버스, 마을버스",⑤,④ 보통,⑤,⑥,⑥,⑤,⑤,⑤,④ 보통,⑤,⑥,④ 보통,⑤,④ 보통,5.0
1,자차(승용차),5.0,자차(승용차),⑤,⑥,⑥,⑤,⑥,⑤,⑥,⑤,⑤,④ 보통,⑥,⑤,⑤,④ 보통,5.0
1,자차(승용차),5.0,자차(승용차),⑥,⑤,⑤,④ 보통,⑤,④ 보통,⑥,⑤,⑤,⑥,⑤,④ 보통,④ 보통,⑤,5.0
1,자차(승용차),7.0,자차(승용차),⑤,⑥,⑤,④ 보통,④ 보통,⑥,⑥,⑤,⑥,⑤,④ 보통,④ 보통,⑤,⑥,5.0
1,자차(승용차),7.0,자차(승용차),⑥,⑤,⑤,④ 보통,⑥,⑤,⑥,⑤,⑥,⑤,④ 보통,④ 보통,⑤,⑥,4.0
1,지하철,1.0,지하철,⑤,⑥,⑤,⑤,⑤,⑥,⑥,⑤,⑤,⑥,⑤,⑤,④ 보통,⑤,5.0
1,자차(승용차),7.0,자차(승용차),⑤,⑤,⑥,⑥,⑥,⑤,⑤,⑥,⑥,⑤,④ 보통,④ 보통,⑤,⑥,5.0
1,자차(승용차),7.0,자차(승용차),⑥,⑥,⑤,④ 보통,⑤,④ 보통,⑤,⑥,⑤,⑥,⑤,④ 보통,⑤,⑥,5.0
3,,,지하철,⑥,⑤,⑤,⑤,④ 보통,④ 보통,⑤,⑥,⑥,⑤,④ 보통,⑤,⑤,⑤,
1,"시내버스, 마을버스",3.0,"시내버스, 마을버스",⑥,⑤,④ 보통,⑥,⑤,④ 보통,⑥,⑤,⑥,⑥,⑤,④ 보통,⑤,⑥,6.0
1,"시내버스, 마을버스",6.0,"시내버스, 마을버스",⑥,⑥,⑤,④ 보통,④ 보통,⑤,⑥,⑥,⑤,⑤,④ 보통,④ 보통,④ 보통,⑤,5.0
1,자차(승용차),7.0,자차(승용차),⑥,⑥,⑤,⑤,④ 보통,④ 보통,⑥,⑤,⑥,⑤,④ 보통,④ 보통,⑤,⑤,6.0
1,자차(승용차),5.0,자차(승용차),⑥,⑥,⑤,④ 보통,③,④ 보통,⑥,⑤,⑤,④ 보통,④ 보통,⑤,⑤,⑥,4.0
3,,,지하철,⑥,⑥,⑤,⑥,⑤,⑥,⑥,⑤,⑤,⑥,⑥,⑤,⑤,⑥,
1,자차(승용차),7.0,자차(승용차),⑥,⑥,⑤,④ 보통,⑤,⑤,⑥,⑤,⑥,⑥,⑥,④ 보통,⑤,⑥,6.0
1,지하철,5.0,자차(승용차),⑤,⑥,④ 보통,④ 보통,⑤,③,③,⑥,⑦ 매우 만족한다,④ 보통,④ 보통,⑥,⑤,③,5.0
1,"시내버스, 마을버스",5.0,"시내버스, 마을버스",⑤,⑥,⑤,④ 보통,⑤,⑥,⑤,④ 보통,④ 보통,③,⑥,⑥,⑤,⑥,5.0
1,"시내버스, 마을버스",4.0,자차(승용차),⑥,⑥,④ 보통,④ 보통,⑥,⑥,④ 보통,⑤,⑥,④ 보통,④ 보통,⑥,⑥,④ 보통,5.0
1,자차(승용차),5.0,자차(승용차),⑤,⑤,⑥,④ 보통,④ 보통,④ 보통,⑤,⑤,④ 보통,④ 보통,④ 보통,③,⑥,⑤,5.0
1,자차(승용차),5.0,자차(승용차),⑥,⑤,⑤,④ 보통,⑤,④ 보통,⑥,⑤,④ 보통,⑤,⑤,④ 보통,⑥,⑤,5.0
1,자차(승용차),6.0,자차(승용차),⑥,⑥,⑥,④ 보통,⑤,④ 보통,⑤,⑤,④ 보통,⑤,④ 보통,④ 보통,⑥,⑤,5.0
1,자차(승용차),7.0,자차(승용차),⑥,⑤,⑤,④ 보통,⑤,③,⑤,⑤,④ 보통,④ 보통,③,③,⑥,⑤,5.0
3,,,지하철,⑤,⑤,④ 보통,④ 보통,③,③,⑤,⑤,④ 보통,④ 보통,④ 보통,③,⑥,⑤,
1,자차(승용차),7.0,자차(승용차),⑤,⑤,④ 보통,⑤,④ 보통,③,⑥,⑤,⑤,④ 보통,③,③,⑥,⑤,5.0
1,자차(승용차),7.0,자차(승용차),⑥,⑤,⑥,⑥,⑤,④ 보통,⑥,⑤,⑥,⑤,⑤,④ 보통,⑥,⑤,5.0
3,,,지하철,⑥,⑤,⑤,④ 보통,④ 보통,③,⑥,⑤,⑤,④ 보통,④ 보통,③,⑥,⑤,
1,자차(승용차),6.0,자차(승용차),⑤,⑥,⑤,④ 보통,⑤,③,⑥,⑤,⑥,⑤,④ 보통,④ 보통,⑥,⑤,5.0
1,지하철,7.0,지하철,⑥,⑤,⑥,⑤,⑤,④ 보통,⑥,⑤,⑤,⑥,⑤,④ 보통,⑥,⑤,5.0
1,자차(승용차),7.0,자차(승용차),⑥,⑤,⑥,④ 보통,④ 보통,④ 보통,⑥,⑤,⑤,⑤,③,③,⑤,⑤,4.0
1,자차(승용차),7.0,자차(승용차),⑤,⑤,⑥,⑤,④ 보통,④ 보통,⑥,⑤,④ 보통,④ 보통,⑤,④ 보통,⑤,⑤,5.0
1,자차(승용차),6.0,자차(승용차),⑥,⑤,⑤,⑤,④ 보통,④ 보통,⑥,⑤,⑤,⑤,④ 보통,④ 보통,⑥,⑤,5.0
1,지하철,1.0,지하철,⑥,⑤,⑤,④ 보통,④ 보통,③,⑥,⑤,⑤,④ 보통,④ 보통,③,⑥,⑤,5.0
3,,,지하철,⑥,⑤,⑤,④ 보통,④ 보통,③,⑤,⑤,④ 보통,④ 보통,④ 보통,③,⑥,⑤,
1,지하철,1.0,"시내버스, 마을버스",⑥,⑤,⑤,④ 보통,③,③,⑥,⑥,⑥,⑤,④ 보통,④ 보통,⑥,⑤,4.0
3,,,"시내버스, 마을버스",⑤,⑤,⑤,④ 보통,④ 보통,③,⑤,⑤,⑤,⑤,④ 보통,③,⑤,④ 보통,
1,자차(승용차),6.0,자차(승용차),⑥,⑤,④ 보통,④ 보통,④ 보통,③,⑥,⑥,⑥,⑤,⑤,④ 보통,⑥,⑤,5.0
1,자차(승용차),6.0,자차(승용차),⑥,⑥,⑤,⑤,④ 보통,④ 보통,⑥,⑥,⑥,⑤,⑤,④ 보통,⑥,⑤,4.0
1,지하철,1.0,지하철,⑥,⑥,⑤,⑤,④ 보통,③,⑥,⑥,⑥,⑤,④ 보통,③,⑥,⑤,5.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑥,⑥,⑥,④ 보통,④ 보통,④ 보통,⑥,⑥,⑥,⑤,④ 보통,④ 보통,⑥,⑤,5.0
3,,,지하철,⑥,⑥,⑥,⑤,④ 보통,③,⑥,⑥,⑥,⑤,⑤,④ 보통,⑥,⑤,
1,자차(승용차),6.0,자차(승용차),⑥,⑥,⑤,④ 보통,④ 보통,④ 보통,⑥,⑤,⑤,⑤,④ 보통,④ 보통,⑥,⑤,4.0
1,자차(승용차),5.0,자차(승용차),⑤,②,④ 보통,⑥,⑥,⑤,⑤,③,④ 보통,⑤,④ 보통,③,④ 보통,⑤,5.0
1,자차(승용차),5.0,자차(승용차),③,②,④ 보통,⑤,④ 보통,③,⑤,③,④ 보통,④ 보통,③,④ 보통,②,⑤,4.0
3,,,"시내버스, 마을버스",⑤,③,⑤,④ 보통,⑤,⑤,⑥,③,④ 보통,④ 보통,③,③,⑤,③,
3,,,자차(승용차),④ 보통,⑥,⑤,④ 보통,③,⑤,⑤,⑥,④ 보통,④ 보통,③,②,④ 보통,⑤,
1,"개인형 이동수단(전동휠, 킥보드, 전기자전거 등)",5.0,"시내버스, 마을버스",⑤,③,⑥,⑥,④ 보통,⑤,⑤,④ 보통,⑥,③,⑤,③,④ 보통,④ 보통,4.0
1,자차(승용차),7.0,자차(승용차),⑤,③,⑤,③,②,③,⑤,③,③,④ 보통,③,②,③,④ 보통,3.0
3,,,택시,④ 보통,④ 보통,⑤,③,②,③,④ 보통,⑥,⑤,④ 보통,⑥,③,④ 보통,⑤,
1,도보 이동,10.0,"시내버스, 마을버스",⑥,⑤,④ 보통,④ 보통,⑤,⑦ 매우 잘 구축되어 있다,③,③,②,④ 보통,③,③,③,⑥,6.0
3,,,택시,⑤,⑦ 매우 잘 구축되어 있다,⑦ 매우 잘 구축되어 있다,⑥,④ 보통,④ 보통,⑤,③,⑦ 매우 만족한다,⑥,⑤,⑥,⑥,⑦ 매우 만족한다,
1,자차(승용차),7.0,자차(승용차),②,②,④ 보통,⑤,④ 보통,⑤,④ 보통,⑥,⑥,⑥,②,④ 보통,②,③,5.0
3,,,"시내버스, 마을버스",⑤,③,②,④ 보통,③,④ 보통,④ 보통,④ 보통,⑥,⑥,④ 보통,⑤,④ 보통,③,
1,도보 이동,7.0,자전거(무동력),⑤,④ 보통,⑤,⑥,⑤,④ 보통,③,⑤,⑤,④ 보통,②,②,③,③,6.0
1,자차(승용차),4.0,자차(승용차),④ 보통,⑤,⑤,③,⑤,②,④ 보통,③,③,④ 보통,④ 보통,④ 보통,③,⑤,4.0
1,자차(승용차),4.0,자차(승용차),③,③,②,③,②,③,③,④ 보통,③,②,②,③,④ 보통,③,4.0
1,"개인형 이동수단(전동휠, 킥보드, 전기자전거 등)",5.0,"개인형 이동수단(전동 휠, 킥보드, 전기자전거 등 전기 동력을 이용한 개인이동수단)",⑥,⑤,⑤,③,⑤,④ 보통,④ 보통,④ 보통,⑥,③,⑤,③,④ 보통,④ 보통,3.0
1,통근버스,5.0,"시내버스, 마을버스",⑥,③,④ 보통,⑥,⑤,⑤,⑤,③,④ 보통,②,③,④ 보통,④ 보통,⑤,6.0
1,도보 이동,10.0,자차(승용차),②,③,②,③,⑤,③,②,②,③,②,④ 보통,① 전혀 만족하지 않는다,②,① 전혀 만족하지 않는다,6.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",⑤,④ 보통,⑤,③,②,③,④ 보통,③,③,④ 보통,④ 보통,④ 보통,③,④ 보통,6.0
1,자차(승용차),7.0,자차(승용차),⑤,③,⑤,④ 보통,④ 보통,⑥,④ 보통,⑥,⑤,④ 보통,③,⑥,⑥,⑤,5.0
1,통근버스,5.0,자차(승용차),⑥,③,⑤,②,⑤,②,③,④ 보통,③,④ 보통,③,④ 보통,⑥,⑤,4.0
1,택시,5.0,"시내버스, 마을버스",⑤,⑥,③,④ 보통,③,④ 보통,④ 보통,③,⑥,⑤,③,④ 보통,③,②,3.0
2,"시내버스, 마을버스",6.0,"시내버스, 마을버스",⑤,③,④ 보통,④ 보통,⑤,③,③,⑤,⑤,④ 보통,②,③,④ 보통,⑤,4.0
1,자차(승용차),4.0,자차(승용차),⑤,③,⑤,④ 보통,⑤,③,④ 보통,④ 보통,⑤,③,① 전혀 만족하지 않는다,②,②,③,4.0
1,"시내버스, 마을버스",2.0,"시내버스, 마을버스",④ 보통,③,⑥,④ 보통,③,③,④ 보통,③,⑤,⑥,⑥,②,① 전혀 만족하지 않는다,②,4.0
1,자차(승용차),5.0,자차(승용차),⑤,③,⑥,④ 보통,③,⑥,⑤,③,④ 보통,⑤,②,②,③,⑤,5.0
1,"시내버스, 마을버스",1.0,"시내버스, 마을버스",②,③,④ 보통,③,④ 보통,③,③,④ 보통,③,⑥,④ 보통,③,④ 보통,⑥,3.0
1,자차(승용차),7.0,자차(승용차),⑥,⑤,③,③,⑥,⑥,⑤,③,⑤,③,④ 보통,②,⑥,③,7.0
